O*NET-SOC Code,Occupation (O*NET-SOC Title),Task ID,Task,Task Type,Date,Category,Frequency,Importance,Relevance,Occupation Mean Annual Wage,Occupation Employment,Skill (O*NET Work Activity),Skill ID (O*NET Generalized Work Activity ID),task_norm,occupation_norm,task_importance_weight,skill_list,skill_id_list,worker_rater_count,worker_desire_score,worker_time_score,core_skill_score,job_security_score,enjoyment_score,worker_physical_requirement,worker_interpersonal_requirement,worker_uncertainty_requirement,worker_domain_expertise_requirement,worker_human_agency_score,automation_desire_free_time_share,automation_desire_repetitive_share,automation_desire_human_error_share,automation_desire_stress_share,automation_desire_difficulty_share,automation_desire_scale_share,human_agency_physical_share,human_agency_control_share,human_agency_domain_knowledge_share,human_agency_empathy_share,human_agency_quality_oversight_share,human_agency_dynamic_share,human_agency_ethical_share,expert_rater_count,ai_capability_score,expert_physical_requirement,expert_uncertainty_requirement,expert_domain_expertise_requirement,expert_interpersonal_requirement,expert_human_agency_score,dwa_count,dwa_titles,anthropic_usage_pct,paper_count,recent_paper_count,company_count,recent_company_count,sector,human_agency_score,physical_requirement,uncertainty_requirement,domain_expertise_requirement,interpersonal_requirement,paper_count_log,company_count_log,recent_paper_count_log,recent_company_count_log,automation_reason_intensity,human_agency_reason_intensity,automation_exposure_index,worker_pull_index,human_complementarity_index,innovation_momentum_index,has_worker_signal,has_expert_signal,has_usage_signal,has_paper_signal,has_company_signal,paired_worker_expert_signal,signal_count,skill_shift_pressure,capability_desire_gap,desire_capability_gap,transition_type,mismatch_type
15-1254.00,Web Developers,14700,"Evaluate code to ensure that it is valid, is properly structured, meets industry standards, and is compatible with browsers, devices, or operating systems.",Core,07/2017,4.0,4.0,4.09,95.83,98790.0,78860.0,"['Inspecting Equipment, Structures, or Materials']",['4.A.1.b.2'],"evaluate code to ensure that it is valid, is properly structured, meets industry standards, and is compatible with browsers, devices, or operating systems",web developers,34.64,"['Inspecting Equipment, Structures, or Materials']",['4.A.1.b.2'],10.0,3.0,3.1,3.7,2.5,3.2,2.2,3.2,3.2,4.1,3.8,0.5,0.5,0.3,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,1.3333333333333333,3.3333333333333335,1.0,2.0,1.0,Test software performance.,0.1409753618845357,318.0,251.0,272.0,104.0,Computer and Mathematical,2.9,1.6,2.2666666666666666,3.716666666666667,2.1,5.765191102784844,5.60947179518496,5.529429087511423,4.653960350157523,0.2833333333333334,0.0,0.8870023559348819,0.4841528436018957,0.40840559981177105,0.9555373064289066,True,True,True,True,True,True,5,2.336854168530074,1.0,-1.0,Automation candidate,Moderate or mixed
15-1254.00,Web Developers,14710,"Perform Web site tests according to planned schedules, or after any Web site or product revision.",Core,07/2017,3.0,3.0,4.04,95.83,98790.0,78860.0,"['Inspecting Equipment, Structures, or Materials']",['4.A.1.b.2'],"perform web site tests according to planned schedules, or after any web site or product revision",web developers,34.29,"['Inspecting Equipment, Structures, or Materials']",['4.A.1.b.2'],10.0,3.3,2.3,3.5,2.0,2.4,1.8,2.8,3.0,3.2,2.9,0.5,0.4,0.4,0.1,0.0,0.1,0.0,0.2,0.2,0.1,0.2,0.1,0.0,3.0,4.666666666666667,1.0,1.3333333333333333,3.3333333333333335,1.6666666666666667,1.6666666666666667,1.0,Test software performance.,,404.0,316.0,272.0,104.0,Computer and Mathematical,2.283333333333333,1.4,2.1666666666666665,3.2666666666666666,2.2333333333333334,6.003887067106539,5.60947179518496,5.75890177387728,4.653960350157523,0.25000000000000006,0.11428571428571428,0.9502480180191174,0.5537618483412322,0.32113290309569426,0.9658610980760207,True,True,False,True,True,True,4,3.4968274404240116,1.3666666666666671,-1.3666666666666671,Automation candidate,Moderate or mixed
15-1254.00,Web Developers,14695,Perform or direct Web site updates.,Core,07/2017,3.0,3.0,4.0,100.0,98790.0,78860.0,['Working with Computers'],['4.A.3.b.1'],perform or direct web site updates,web developers,35.666666666666664,['Working with Computers'],['4.A.3.b.1'],10.0,2.4,1.9,3.1,2.6,3.0,1.5,2.7,2.4,3.1,2.8,0.3,0.3,0.2,0.0,0.1,0.4,0.0,0.3,0.1,0.2,0.4,0.0,0.0,3.0,3.6666666666666665,1.6666666666666667,2.3333333333333335,3.3333333333333335,2.6666666666666665,2.6666666666666665,1.0,Update website content.,,143.0,108.0,250.0,103.0,Computer and Mathematical,2.7333333333333334,1.5833333333333335,2.3666666666666667,3.216666666666667,2.6833333333333336,4.969813299576001,5.5254529391317835,4.6913478822291435,4.6443908991413725,0.21666666666666667,0.14285714285714285,0.7946143998367008,0.3905509478672986,0.45354918041970577,0.9072031909901455,True,True,False,True,True,True,4,1.073424361899312,1.2666666666666666,-1.2666666666666666,Automation candidate,Moderate or mixed
15-1254.00,Web Developers,14713,"Respond to user email inquiries, or set up automated systems to send responses.",Core,07/2017,5.0,5.0,3.67,100.0,98790.0,78860.0,['Communicating with People Outside the Organization'],['4.A.4.a.3'],"respond to user email inquiries, or set up automated systems to send responses",web developers,36.223333333333336,['Communicating with People Outside the Organization'],['4.A.4.a.3'],10.0,3.3,1.4,2.0,2.1,1.7,1.8,3.7,2.5,2.5,2.9,0.5,0.5,0.1,0.0,0.0,0.2,0.1,0.3,0.2,0.3,0.3,0.3,0.3,2.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,Provide customer service to clients or users.,0.0020846633920079,353.0,264.0,247.0,104.0,Computer and Mathematical,1.95,1.4,1.75,2.25,2.85,5.869296913133774,5.5134287461649825,5.579729825986222,4.653960350157523,0.21666666666666667,0.2571428571428572,0.7252029355121251,0.5873815165876777,0.30109043953704634,0.9589394650398874,True,True,True,True,True,True,5,2.678983593930826,1.7000000000000002,-1.7000000000000002,Automation candidate,Moderate or mixed
15-1254.00,Web Developers,14708,Communicate with network personnel or Web site hosting agencies to address hardware or software issues affecting Web sites.,Core,07/2017,3.0,3.0,3.57,87.5,98790.0,78860.0,"['Communicating with Supervisors, Peers, or Subordinates', 'Providing Consultation and Advice to Others']","['4.A.4.a.2', '4.A.4.b.6']",communicate with network personnel or web site hosting agencies to address hardware or software issues affecting web sites,web developers,31.356666666666666,"['Communicating with Supervisors, Peers, or Subordinates', 'Providing Consultation and Advice to Others']","['4.A.4.a.2', '4.A.4.b.6']",10.0,3.2,2.2,3.0,2.0,2.3,2.1,3.5,3.0,3.2,3.1,0.4,0.3,0.4,0.2,0.1,0.3,0.0,0.1,0.0,0.1,0.0,0.0,0.0,2.0,2.0,1.5,2.0,4.0,3.5,4.5,2.0,Collaborate with others to resolve information technology issues. | Provide technical support for computer network issues.,,370.0,286.0,240.0,100.0,Computer and Mathematical,3.8,1.8,2.5,3.6,3.5,5.916202062607435,5.484796933490655,5.659482215759621,4.61512051684126,0.2833333333333334,0.028571428571428574,0.6539415525033107,0.5744964454976303,0.6289920226771089,0.9594087282965744,True,True,False,True,True,True,4,0.7291835825508813,-1.2000000000000002,1.2000000000000002,AI-augmented human premium,Moderate or mixed
15-1254.00,Web Developers,14717,Establish appropriate server directory trees.,Core,07/2017,3.0,3.0,3.47,87.5,98790.0,78860.0,['Working with Computers'],['4.A.3.b.1'],establish appropriate server directory trees,web developers,31.323333333333334,['Working with Computers'],['4.A.3.b.1'],10.0,3.3,2.2,3.1,1.8,3.0,1.8,2.2,2.6,3.1,2.9,0.5,0.4,0.3,0.2,0.2,0.3,0.2,0.3,0.4,0.2,0.4,0.4,0.3,3.0,4.333333333333333,2.0,1.6666666666666667,3.6666666666666665,1.6666666666666667,1.6666666666666667,1.0,Configure computer networks.,,129.0,104.0,238.0,99.0,Computer and Mathematical,2.283333333333333,1.9,2.1333333333333333,3.3833333333333333,1.9333333333333336,4.867534450455582,5.476463551931511,4.653960350157523,4.605170185988092,0.31666666666666665,0.3142857142857142,0.8596012593561442,0.482968009478673,0.39440551017892955,0.903214453308306,True,True,False,True,True,True,4,2.2570933004954217,1.0333333333333332,-1.0333333333333332,Automation candidate,Moderate or mixed
15-1254.00,Web Developers,14719,Recommend and implement performance improvements.,Core,07/2017,3.0,3.0,3.39,100.0,98790.0,78860.0,['Providing Consultation and Advice to Others'],['4.A.4.b.6'],recommend and implement performance improvements,web developers,35.46333333333333,['Providing Consultation and Advice to Others'],['4.A.4.b.6'],10.0,3.1,2.2,3.0,1.7,2.0,1.5,2.5,2.3,3.2,2.7,0.6,0.3,0.3,0.1,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,2.0,4.5,2.5,2.5,1.0,Recommend changes to improve computer or information systems.,,148.0,111.0,248.0,102.0,Computer and Mathematical,2.6,1.25,2.15,3.85,2.5,5.003946305945459,5.517452896464707,4.718498871295094,4.634728988229636,0.30000000000000004,0.0,0.8324711684137386,0.5567239336492891,0.4175072546581068,0.9089629282027216,True,True,False,True,True,True,4,2.483116953688493,0.8999999999999999,-0.8999999999999999,Automation candidate,Moderate or mixed
15-1254.00,Web Developers,14714,Develop or implement procedures for ongoing Web site revision.,Core,07/2017,3.0,3.0,3.29,100.0,98790.0,78860.0,['Thinking Creatively'],['4.A.2.b.2'],develop or implement procedures for ongoing web site revision,web developers,35.43,['Thinking Creatively'],['4.A.2.b.2'],10.0,2.6,2.4,3.1,2.8,3.1,1.7,2.6,2.6,3.4,2.7,0.2,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.3,0.4,0.2,2.0,4.0,3.0,1.0,4.0,2.0,2.0,1.0,Develop specifications or procedures for website development or maintenance.,0.0423447251501609,180.0,134.0,248.0,102.0,Computer and Mathematical,2.35,2.35,1.8,3.7,2.3,5.198497031265826,5.517452896464707,4.90527477843843,4.634728988229636,0.15,0.22857142857142856,0.8398429743081139,0.3834419431279621,0.4097971496756411,0.9230408259033318,True,True,True,True,True,True,5,1.45591139891411,1.4,-1.4,Automation candidate,Moderate or mixed
15-1254.00,Web Developers,14722,"Provide clear, detailed descriptions of Web site specifications, such as product features, activities, software, communication protocols, programming languages, and operating systems software and hardware.",Core,07/2017,3.0,3.0,3.18,95.83,98790.0,78860.0,['Thinking Creatively'],['4.A.2.b.2'],"provide clear, detailed descriptions of web site specifications, such as product features, activities, software, communication protocols, programming languages, and operating systems software and hardware",web developers,34.00333333333333,['Thinking Creatively'],['4.A.2.b.2'],10.0,2.8,1.9,2.8,2.5,2.7,2.1,2.3,2.7,2.7,3.1,0.5,0.4,0.1,0.0,0.1,0.3,0.0,0.1,0.2,0.2,0.1,0.1,0.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,Develop specifications or procedures for website development or maintenance.,0.0561556201222133,369.0,278.0,250.0,104.0,Computer and Mathematical,2.05,1.55,1.85,1.85,1.65,5.91350300563827,5.5254529391317835,5.631211781821365,4.653960350157523,0.23333333333333336,0.09999999999999999,0.9332532211668219,0.4930390995260664,0.10208788500106439,0.9603472548099483,True,True,True,True,True,True,5,4.036864062982129,2.2,-2.2,Automation candidate,Moderate or mixed
15-1254.00,Web Developers,14723,Monitor security system performance logs to identify problems and notify security specialists when problems occur.,Supplemental,07/2017,3.0,3.0,3.73,66.67,98790.0,78860.0,"['Monitoring Processes, Materials, or Surroundings', 'Communicating with Supervisors, Peers, or Subordinates']","['4.A.1.a.2', '4.A.4.a.2']",monitor security system performance logs to identify problems and notify security specialists when problems occur,web developers,24.46666666666667,"['Monitoring Processes, Materials, or Surroundings', 'Communicating with Supervisors, Peers, or Subordinates']","['4.A.1.a.2', '4.A.4.a.2']",10.0,2.9,2.6,3.5,1.9,2.9,1.4,2.7,2.5,3.6,2.8,0.6,0.2,0.5,0.1,0.0,0.4,0.0,0.2,0.2,0.1,0.2,0.2,0.2,3.0,3.3333333333333335,1.3333333333333333,2.3333333333333335,2.6666666666666665,3.0,3.0,2.0,Collaborate with others to resolve information technology issues. | Monitor the security of digital information.,0.0056025328660212,162.0,126.0,244.0,101.0,Computer and Mathematical,2.9,1.3666666666666667,2.416666666666667,3.1333333333333333,2.85,5.093750200806762,5.501258210544727,4.844187086458591,4.624972813284271,0.30000000000000004,0.1571428571428571,0.6589318414777444,0.4377962085308057,0.49256831703136034,0.9178789300797747,True,True,True,True,True,True,5,0.5158298827120946,0.43333333333333357,-0.43333333333333357,Automation candidate,Moderate or mixed
15-1255.01,Video Game Designers,16199,Balance and adjust gameplay experiences to ensure the critical and commercial success of the product.,Core,08/2022,5.0,5.0,4.65,100.0,,,['Thinking Creatively'],['4.A.2.b.2'],balance and adjust gameplay experiences to ensure the critical and commercial success of the product,video game designers,36.550000000000004,['Thinking Creatively'],['4.A.2.b.2'],6.0,3.1666666666666665,2.1666666666666665,2.8333333333333335,2.0,2.8333333333333335,1.6666666666666667,2.8333333333333335,3.1666666666666665,3.5,3.1666666666666665,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.16666666666666666,0.5,0.3333333333333333,0.5,0.5,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.0,3.0,2.6666666666666665,1.6666666666666667,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.6666666666666665,1.0,Design video game features or details.,,178.0,121.0,51.0,18.0,Computer and Mathematical,3.4166666666666665,1.6666666666666667,3.25,3.416666666666667,3.0833333333333335,5.187385805840755,3.9512437185814275,4.804021044733257,2.9444389791664403,0.36111111111111116,0.35714285714285715,0.475210031361873,0.5416172985781991,0.7922165081285782,0.593500703894885,True,True,False,True,True,True,4,-1.124600208429864,-0.5,0.5,Durable human skill,Moderate or mixed
15-1255.01,Video Game Designers,16208,"Devise missions, challenges, or puzzles to be encountered in game play.",Core,08/2022,4.0,4.0,4.45,100.0,,,['Thinking Creatively'],['4.A.2.b.2'],"devise missions, challenges, or puzzles to be encountered in game play",video game designers,36.15,['Thinking Creatively'],['4.A.2.b.2'],7.0,2.5714285714285716,2.0,3.0,2.857142857142857,3.857142857142857,1.4285714285714286,1.7142857142857142,2.7142857142857144,2.4285714285714284,2.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,2.0,3.0,2.5,2.0,3.5,2.0,3.5,1.0,Design video game features or details.,,228.0,174.0,51.0,18.0,Computer and Mathematical,2.75,1.9642857142857144,2.357142857142857,2.9642857142857144,1.8571428571428572,5.43372200355424,3.9512437185814275,5.1647859739235145,2.9444389791664403,0.16666666666666663,0.12244897959183672,0.5219510923405809,0.306872037914692,0.3314247140152152,0.6160253402158611,True,True,False,True,True,True,4,-0.25570410661477583,0.4285714285714284,-0.4285714285714284,Low near-term shift,Moderate or mixed
15-1255.01,Video Game Designers,16217,"Create core game features, including storylines, role-play mechanics, and character biographies for a new video game or game franchise.",Core,08/2022,4.0,4.0,4.45,100.0,,,['Thinking Creatively'],['4.A.2.b.2'],"create core game features, including storylines, role-play mechanics, and character biographies for a new video game or game franchise",video game designers,36.15,['Thinking Creatively'],['4.A.2.b.2'],7.0,2.857142857142857,2.2857142857142856,3.2857142857142856,2.857142857142857,3.4285714285714284,1.7142857142857142,2.7142857142857144,2.7142857142857144,2.857142857142857,2.857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.2857142857142857,4.0,2.0,2.0,2.75,4.0,2.25,4.75,1.0,Design video game features or details.,,249.0,171.0,51.0,18.0,Computer and Mathematical,3.803571428571429,1.8571428571428572,2.732142857142857,3.428571428571429,2.482142857142857,5.521460917862246,3.9512437185814275,5.147494476813453,2.9444389791664403,0.21428571428571427,0.22448979591836732,0.432527505889827,0.42328199052132703,0.6370990330857226,0.6152041295166588,True,True,False,True,True,True,4,-1.3732273884216033,-0.8571428571428572,0.8571428571428572,Durable human skill,Moderate or mixed
15-1255.01,Video Game Designers,16201,"Solicit, obtain, and integrate feedback from design and technical staff into original game design.",Core,08/2022,4.0,4.0,4.4,100.0,,,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2'],"solicit, obtain, and integrate feedback from design and technical staff into original game design",video game designers,36.13333333333333,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2'],4.0,3.75,1.75,3.75,1.5,2.5,1.5,3.75,3.0,2.75,3.5,0.75,0.25,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.5,0.5,0.25,0.25,3.0,3.0,1.3333333333333333,2.0,2.6666666666666665,3.3333333333333335,3.3333333333333335,1.0,Collaborate with others to determine design specifications or details.,,229.0,176.0,51.0,18.0,Computer and Mathematical,3.416666666666667,1.4166666666666665,2.5,2.708333333333333,3.541666666666667,5.438079308923196,3.9512437185814275,5.176149732573829,2.9444389791664403,0.3333333333333333,0.21428571428571427,0.5223421450544866,0.5974526066350712,0.5843652314207926,0.6173158141717503,True,True,False,True,True,True,4,0.4236123841609217,-0.75,0.75,Low near-term shift,Moderate or mixed
15-1255.01,Video Game Designers,16214,Conduct regular design reviews throughout the game development process.,Core,08/2022,3.0,3.0,4.4,100.0,,,"['Inspecting Equipment, Structures, or Materials']",['4.A.1.b.2'],conduct regular design reviews throughout the game development process,video game designers,35.800000000000004,"['Inspecting Equipment, Structures, or Materials']",['4.A.1.b.2'],5.0,3.4,1.4,2.2,2.0,2.2,1.2,2.8,3.8,3.0,2.2,0.4,0.8,0.2,0.2,0.2,0.6,0.0,0.0,0.2,0.0,0.2,0.0,0.2,3.0,2.6666666666666665,2.0,1.3333333333333333,3.0,2.3333333333333335,4.0,1.0,Test software performance.,,286.0,208.0,51.0,18.0,Computer and Mathematical,3.1,1.6,2.5666666666666664,3.0,2.5666666666666664,5.659482215759621,3.9512437185814275,5.342334251964811,2.9444389791664403,0.39999999999999997,0.08571428571428573,0.49061750828976286,0.6882405213270142,0.45892995193438874,0.6250586579070858,True,True,False,True,True,True,4,1.419807721670677,-0.7333333333333334,0.7333333333333334,Low near-term shift,Moderate or mixed
15-1255.01,Video Game Designers,16209,"Develop and maintain design level documentation, including mechanics, guidelines, and mission outlines.",Core,08/2022,3.0,3.0,4.35,100.0,,,"['Thinking Creatively', 'Documenting/Recording Information']","['4.A.2.b.2', '4.A.3.b.6']","develop and maintain design level documentation, including mechanics, guidelines, and mission outlines",video game designers,35.78333333333333,"['Thinking Creatively', 'Documenting/Recording Information']","['4.A.2.b.2', '4.A.3.b.6']",5.0,2.2,2.6,4.2,3.0,3.6,1.2,2.8,3.2,3.6,3.6,0.2,0.4,0.2,0.0,0.0,0.2,0.0,0.4,0.6,0.4,0.8,0.0,0.2,3.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,4.333333333333333,2.3333333333333335,4.333333333333333,2.0,Design video game features or details. | Document design or development procedures.,0.0152441010540579,352.0,241.0,52.0,19.0,Computer and Mathematical,3.966666666666667,1.2666666666666666,2.7666666666666666,3.966666666666667,2.5666666666666664,5.8664680569332965,3.970291913552122,5.488937726156687,2.995732273553991,0.16666666666666666,0.3428571428571429,0.48507287316544284,0.31131516587677727,0.7698640381835904,0.6439465039887377,True,True,True,True,True,True,5,-2.4336639335927526,-0.5333333333333334,0.5333333333333334,Durable human skill,Moderate or mixed
15-1255.01,Video Game Designers,16198,Provide feedback to designers and other colleagues regarding game design features.,Core,08/2022,5.0,5.0,4.2,100.0,,,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2'],provide feedback to designers and other colleagues regarding game design features,video game designers,36.4,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2'],6.0,1.6666666666666667,2.0,2.6666666666666665,2.1666666666666665,2.6666666666666665,2.0,3.3333333333333335,2.3333333333333335,3.3333333333333335,3.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.5,0.0,3.0,3.3333333333333335,2.0,1.6666666666666667,3.3333333333333335,2.6666666666666665,3.0,1.0,Communicate project information to others.,,121.0,89.0,51.0,18.0,Computer and Mathematical,3.083333333333333,2.0,2.0,3.3333333333333335,3.0,4.804021044733257,3.9512437185814275,4.499809670330265,2.9444389791664403,0.027777777777777776,0.2857142857142857,0.5320114087549214,0.26244075829383884,0.5713365377074159,0.5699202252463632,True,True,False,True,True,True,4,-1.5938588181690863,1.6666666666666667,-1.6666666666666667,Low near-term shift,Moderate or mixed
15-1255.01,Video Game Designers,16212,"Create and manage documentation, production schedules, prototyping goals, and communication plans in collaboration with production staff.",Core,08/2022,4.0,4.0,4.2,100.0,,,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4'],"create and manage documentation, production schedules, prototyping goals, and communication plans in collaboration with production staff",video game designers,36.06666666666667,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4'],3.0,3.6666666666666665,1.3333333333333333,2.3333333333333335,2.0,2.0,1.3333333333333333,2.6666666666666665,2.6666666666666665,1.6666666666666667,2.6666666666666665,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,3.0,1.3333333333333333,1.0,2.6666666666666665,4.0,3.6666666666666665,5.0,2.0,Manage documentation to ensure organization or accuracy. | Manage information technology projects or system activities.,0.0122473974280465,239.0,172.0,52.0,19.0,Computer and Mathematical,3.833333333333333,1.1666666666666665,2.6666666666666665,2.8333333333333335,3.1666666666666665,5.480638923341991,3.970291913552122,5.153291594497779,2.995732273553991,0.4444444444444444,0.23809523809523808,0.462937368734018,0.7486670616113744,0.6323857461373847,0.6286954481464101,True,True,True,True,True,True,5,0.8650887760005062,-2.333333333333333,2.333333333333333,Durable human skill,Moderate or mixed
15-1255.01,Video Game Designers,16202,Provide feedback to production staff regarding technical game qualities or adherence to original design.,Core,08/2022,4.0,4.0,4.11,95.0,,,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2'],provide feedback to production staff regarding technical game qualities or adherence to original design,video game designers,34.37,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2'],4.0,2.25,1.75,2.5,1.75,2.75,2.25,3.25,2.75,2.25,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3.0,2.0,1.0,2.0,3.3333333333333335,4.333333333333333,4.666666666666667,1.0,Communicate project information to others.,,149.0,111.0,51.0,18.0,Computer and Mathematical,3.8333333333333335,1.625,2.375,2.791666666666667,3.7916666666666665,5.0106352940962555,3.9512437185814275,4.718498871295094,2.9444389791664403,0.041666666666666664,0.03571428571428571,0.4125056069378483,0.20986374407582936,0.5365612360368839,0.586931018301267,True,True,False,True,True,True,4,-2.3637821478202468,-0.25,0.25,Low near-term shift,Moderate or mixed
15-1255.01,Video Game Designers,16211,Create gameplay prototypes for presentation to creative and technical staff and management.,Core,08/2022,3.0,3.0,4.0,95.0,,,['Thinking Creatively'],['4.A.2.b.2'],create gameplay prototypes for presentation to creative and technical staff and management,video game designers,34.0,['Thinking Creatively'],['4.A.2.b.2'],6.0,3.1666666666666665,2.5,3.3333333333333335,2.6666666666666665,3.6666666666666665,2.1666666666666665,2.8333333333333335,2.3333333333333335,2.8333333333333335,3.0,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,0.5,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,2.0,2.0,1.0,1.0,4.5,3.5,4.5,1.0,Prepare graphics or other visual representations of information.,,291.0,208.0,51.0,18.0,Computer and Mathematical,3.75,1.5833333333333333,1.6666666666666667,3.666666666666667,3.166666666666667,5.676753802268282,3.9512437185814275,5.342334251964811,2.9444389791664403,0.2222222222222222,0.07142857142857142,0.43643803302888545,0.42920616113744076,0.5454474919610545,0.6250586579070858,True,True,False,True,True,True,4,-0.8934252454458286,-1.1666666666666665,1.1666666666666665,Low near-term shift,Moderate or mixed
15-1255.01,Video Game Designers,16203,Prepare two-dimensional concept layouts or three-dimensional mock-ups.,Core,08/2022,3.0,3.0,3.78,95.0,,,['Thinking Creatively'],['4.A.2.b.2'],prepare two-dimensional concept layouts or three-dimensional mock-ups,video game designers,33.92666666666667,['Thinking Creatively'],['4.A.2.b.2'],4.0,3.75,2.5,3.0,2.5,3.75,1.75,2.25,2.0,2.25,2.0,0.5,0.25,0.5,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,5.0,2.0,2.0,1.0,Prepare graphics or other visual representations of information.,,306.0,210.0,51.0,18.0,Computer and Mathematical,2.0,1.375,1.5,3.625,2.125,5.726847747587197,3.9512437185814275,5.351858133476067,2.9444389791664403,0.375,0.0,0.6483635507068718,0.5857523696682465,0.2481219118685086,0.6256452369779446,True,True,False,True,True,True,4,2.5292837461339897,0.25,-0.25,Automation candidate,Moderate or mixed
15-1255.01,Video Game Designers,16194,"Review or evaluate competitive products, film, music, television, and other art forms to generate new game design ideas.",Core,08/2022,3.0,3.0,3.6,100.0,,,['Analyzing Data or Information'],['4.A.2.a.4'],"review or evaluate competitive products, film, music, television, and other art forms to generate new game design ideas",video game designers,35.53333333333333,['Analyzing Data or Information'],['4.A.2.a.4'],3.0,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.6666666666666665,1.6666666666666667,2.0,2.0,2.6666666666666665,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,3.0,3.0,1.6666666666666667,2.6666666666666665,3.6666666666666665,3.0,4.0,1.0,Analyze market or customer related data.,,143.0,106.0,51.0,18.0,Computer and Mathematical,3.5,1.6666666666666667,2.333333333333333,3.1666666666666665,2.5,4.969813299576001,3.9512437185814275,4.672828834461906,2.9444389791664403,0.27777777777777773,0.23809523809523808,0.5029459304447573,0.3539691943127962,0.5485795995652807,0.5823557015485687,True,True,False,True,True,True,4,-1.0532273538192596,0.6666666666666665,-0.6666666666666665,Low near-term shift,Moderate or mixed
15-1255.01,Video Game Designers,16200,Write or supervise the writing of game text and dialogue.,Core,08/2022,3.0,3.0,3.6,100.0,,,"['Thinking Creatively', 'Guiding, Directing, and Motivating Subordinates']","['4.A.2.b.2', '4.A.4.b.4']",write or supervise the writing of game text and dialogue,video game designers,35.53333333333333,"['Thinking Creatively', 'Guiding, Directing, and Motivating Subordinates']","['4.A.2.b.2', '4.A.4.b.4']",3.0,2.0,3.0,3.6666666666666665,3.6666666666666665,3.6666666666666665,1.0,1.0,2.0,2.3333333333333335,3.3333333333333335,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,2.0,3.0,2.5,1.5,3.5,2.5,3.5,2.0,Design video game features or details. | Supervise information technology personnel.,,303.0,217.0,52.0,18.0,Computer and Mathematical,3.416666666666667,1.75,1.75,2.916666666666667,1.75,5.717027701406222,3.970291913552122,5.384495062789089,2.9444389791664403,0.1111111111111111,0.19047619047619047,0.534699410813911,0.30213270142180093,0.3586840218255969,0.6264664476771469,True,True,False,True,True,True,4,-0.34784409176707876,1.0,-1.0,Low near-term shift,Moderate or mixed
